Student_ID,Education,Skills,Interests,Strengths,Career_Recommendation,Next_Career
IT3104,Master's in Software Engineering,Node.js; REST API; MongoDB; Algorithms,Coding,Persistence; Problem Solving; Analytical Thinking,Backend Developer,Database Administrator
IT3105,Bachelor's in Computer Science,Objective-C; SwiftUI; Swift; Xcode; React Native; Git; JSON,Apple,Fast Learner; Creativity,iOS Developer,Mobile App Developer
IT3106,Master's in Software Engineering,Azure; Terraform; GCP; Docker; Networking; CI/CD,Cloud,Leadership; Analytical Thinking; Problem Solving,Cloud Architect,DevOps Engineer
IT3107,Associate Degree in IT,Python; Java; Selenium; SQL; Git,Quality; Testing,Logical Thinking; Analytical Thinking; Problem Solving,QA Engineer,Software Developer
IT3108,Bachelor's in Software Engineering,Node.js; SQL; HTML; React; Git; TypeScript,Databases; Open Source,Teamwork; Logical Thinking,Full Stack Developer,Software Developer
IT3109,Bachelor's in Computer Science,Spark; Kafka; Python; Hadoop; GCP; AWS,Architecture; Cloud,Logical Thinking; Problem Solving; Analytical Thinking,Data Engineer,Data Scientist
IT3110,Master's in Computer Science,C++; Python; Arduino; Linux; RTOS; Raspberry Pi,Robotics,Persistence; Logical Thinking; Problem Solving,Robotics Engineer,Computer Vision Engineer
IT3111,Bachelor's in Information Technology,C; C++; Assembly; RTOS; IoT,Electronics,Problem Solving; Analytical Thinking,Embedded Systems Engineer,IoT Developer
IT3112,Master's in Computer Science,Python; TensorFlow; LLM; NumPy; Hugging Face,Open Source,Problem Solving; Creativity; Analytical Thinking,AI Engineer,NLP Engineer
IT3113,Bachelor's in Electronics,RTOS; Arduino; Assembly; C++; MATLAB; MQTT; Python,Robotics,Problem Solving; Logical Thinking,Embedded Systems Engineer,IoT Developer
IT3114,Master's in Software Engineering,Java; Python; OOP; REST API; Linux,Innovation; Open Source,Teamwork; Adaptability; Fast Learner,Software Developer,Backend Developer
IT3115,Bachelor's in Software Engineering,Terraform; GCP; Docker; Bash; Jenkins; CI/CD,Open Source,Adaptability; Problem Solving; Teamwork,Cloud Engineer,Cloud Architect
IT3116,Associate Degree in IT,TypeScript; JavaScript; CSS; HTML; Node.js; Vue.js; REST API,UI; User Experience,Problem Solving; Attention to Detail; Adaptability,Frontend Developer,Full Stack Developer
IT3117,Associate Degree in IT,Selenium; Java; TestNG,Open Source; Testing,Analytical Thinking; Problem Solving; Persistence,QA Engineer,Software Developer
IT3118,Bachelor's in Software Engineering,C++; Unity; C#; MATLAB; JavaScript; OOP,AR/VR,Attention to Detail; Problem Solving; Creativity,AR/VR Developer,Computer Vision Engineer
IT3119,Master's in Computer Science,Kubernetes; Terraform; Python; Ansible,Architecture,Communication; Problem Solving,Cloud Architect,DevOps Engineer
IT3120,Bachelor's in Computer Science,HTML; React; JavaScript; Sketch; Node.js; Figma,UI,Attention to Detail; Problem Solving,Frontend Developer,Full Stack Developer
IT3121,Bachelor's in Information Systems,Agile; Scrum; Jira; Power BI; Git; Communication,Strategy; Innovation,Analytical Thinking; Communication; Leadership,Product Manager,Cloud Architect
IT3122,Bachelor's in Software Engineering,Dart; Swift; Kotlin; Xcode; Android SDK; SQL,Design,Fast Learner; Adaptability,Mobile App Developer,Full Stack Developer
IT3123,Bachelor's in Information Technology,OOP; Python; C#,Coding,Fast Learner; Adaptability,Software Developer,Backend Developer
IT3124,Master's in Artificial Intelligence,PyTorch; Scikit-learn; Pandas,AI; Innovation,Problem Solving; Fast Learner,Machine Learning Engineer,AI Engineer
IT3125,Master's in Computer Science,Kubernetes; Terraform; Azure; CI/CD,Cloud,Analytical Thinking; Problem Solving,Cloud Architect,DevOps Engineer
IT3126,Master's in Cybersecurity,OWASP; Kali Linux; Wireshark; Bash,Networking,Logical Thinking; Analytical Thinking,Penetration Tester,Network Engineer
IT3127,Bachelor's in Information Technology,Figma; Adobe XD; InVision; Prototyping; JavaScript,User Experience; Design,Problem Solving; Adaptability; Attention to Detail,UI/UX Designer,Product Manager
IT3128,Master's in Computer Science,Kafka; Hadoop; Spark; GCP,Cloud; Architecture,Logical Thinking; Analytical Thinking; Persistence,Data Engineer,Data Scientist
IT3129,Bachelor's in Information Systems,CSS; HTML; Figma; Adobe XD; Prototyping; JavaScript,Design; Web Design,Communication; Attention to Detail,UI/UX Designer,Product Manager
IT3130,Master's in Artificial Intelligence,Scikit-learn; PyTorch; Python; TensorFlow; Pandas; LLM,Data; Innovation,Problem Solving; Analytical Thinking; Logical Thinking,Machine Learning Engineer,AI Engineer
IT3131,Bachelor's in Software Engineering,OOP; Algorithms; Python; Git; C#; Linux,Coding,Logical Thinking; Fast Learner,Software Developer,Backend Developer
IT3132,Bachelor's in Information Technology,OOP; C++; Git; Linux; C#; Docker,Innovation,Adaptability; Logical Thinking,Software Developer,Backend Developer
IT3133,Master's in Computer Science,Azure; GCP; Terraform; AWS; Docker,Innovation; Cloud,Problem Solving; Communication; Leadership,Cloud Architect,DevOps Engineer
IT3134,Master's in Computer Science,PyTorch; TensorFlow; Scikit-learn; MATLAB,AI,Persistence; Analytical Thinking; Problem Solving,Machine Learning Engineer,AI Engineer
IT3135,Master's in Computer Science,C#; Unreal Engine; MATLAB; JavaScript,Graphics,Creativity; Attention to Detail; Problem Solving,Game Developer,AR/VR Developer
IT3136,Master's in Software Engineering,SQL; Excel; Scrum; Tableau; Communication,Strategy,Communication; Adaptability; Analytical Thinking,Product Manager,Cloud Architect
IT3137,Bachelor's in Information Systems,HTML; CSS; Sketch; Adobe Illustrator,UI; User Experience,Adaptability; Attention to Detail,UI/UX Designer,Product Manager
IT3138,Bachelor's in Computer Science,Terraform; GCP; Docker; Python,Innovation,Leadership; Logical Thinking,Cloud Architect,DevOps Engineer
IT3139,Bachelor's in Information Technology,React; HTML; CSS; Vue.js; Sketch; Node.js,Web Design; User Experience,Attention to Detail; Logical Thinking; Problem Solving,Frontend Developer,Full Stack Developer
IT3140,Bachelor's in Electronics,VPN; DNS; Cisco; Wireshark; Firewalls; Bash,Infrastructure; Networking,Communication; Analytical Thinking,Network Engineer,Cloud Engineer
IT3141,Master's in Data Science,PyTorch; TensorFlow; R; Pandas; Scikit-learn,AI; Research,Creativity; Problem Solving; Logical Thinking,NLP Engineer,Computer Vision Engineer
IT3142,Bachelor's in Software Engineering,C++; Unreal Engine; C#; OOP; JavaScript,Graphics,Persistence; Attention to Detail,Game Developer,AR/VR Developer
IT3143,Master's in Artificial Intelligence,NLP; PyTorch; R,Innovation,Creativity; Persistence,NLP Engineer,Computer Vision Engineer
IT3144,Bachelor's in Computer Science,Nmap; Metasploit; Python; Bash; Linux; Firewalls,Networking,Analytical Thinking; Persistence; Logical Thinking,Penetration Tester,Network Engineer
IT3145,Associate Degree in IT,Linux; Nmap; VPN; Bash,Security; Networking,Analytical Thinking; Persistence,Cybersecurity Analyst,Penetration Tester
IT3146,Bachelor's in Information Technology,Linux; Nmap; Wireshark; Bash; TCP/IP; Kali Linux,Infrastructure; Hacking,Persistence; Logical Thinking,Cybersecurity Analyst,Penetration Tester
IT3147,Bachelor's in Computer Science,Unity; C#; 3D Modeling; Python; JavaScript,Graphics; Innovation,Fast Learner; Logical Thinking; Creativity,AR/VR Developer,Computer Vision Engineer
IT3148,Master's in Software Engineering,SQL; Agile; Scrum; Excel; Power BI; Figma; Adobe XD,Strategy,Creativity; Adaptability,Product Manager,Cloud Architect
IT3149,Master's in Software Engineering,GCP; Kubernetes; Ansible; Python; Docker,Architecture; Innovation,Problem Solving; Logical Thinking; Communication,Cloud Architect,DevOps Engineer
IT3150,Associate Degree in IT,Swift; Objective-C; Xcode; SwiftUI; Firebase; React Native; JSON,User Experience,Logical Thinking; Fast Learner,iOS Developer,Mobile App Developer
IT3151,Bachelor's in Information Technology,React; HTML; PostgreSQL; Git; Docker,Web; Open Source,Problem Solving; Adaptability,Full Stack Developer,Software Developer
IT3152,Master's in Computer Science,C++; Unity; Python; MATLAB,AR/VR,Attention to Detail; Creativity,AR/VR Developer,Computer Vision Engineer
IT3153,Master's in Artificial Intelligence,Hugging Face; NLP; PyTorch; Python; LLM; NLTK,AI; Research,Creativity; Problem Solving; Analytical Thinking,NLP Engineer,Computer Vision Engineer
IT3154,Bachelor's in Information Systems,Hadoop; Spark; Python; MongoDB; Docker,Data; Big Data,Analytical Thinking; Problem Solving; Persistence,Data Engineer,Data Scientist
IT3155,Bachelor's in Computer Science,Swift; SwiftUI; Objective-C; SQL; Git,Design; User Experience,Fast Learner; Attention to Detail; Logical Thinking,iOS Developer,Mobile App Developer
IT3156,Bachelor's in Software Engineering,HTML; Node.js; CSS; MongoDB; Git,Web; Open Source,Problem Solving; Logical Thinking,Full Stack Developer,Software Developer
IT3157,Master's in Software Engineering,Kubernetes; GCP; CI/CD; Python,Cloud,Leadership; Communication; Analytical Thinking,Cloud Architect,DevOps Engineer
IT3158,Bachelor's in Computer Science,Unity; C#; MATLAB,Graphics; Games,Attention to Detail; Logical Thinking,Game Developer,AR/VR Developer
IT3159,Master's in Computer Science,Unity; Unreal Engine; C#; C++; OpenCV; Python,AR/VR,Problem Solving; Fast Learner,AR/VR Developer,Computer Vision Engineer
IT3160,Bachelor's in Information Technology,Python; JavaScript; Ethereum; REST API,Open Source; Blockchain,Creativity; Persistence; Logical Thinking,Blockchain Developer,Senior Blockchain Developer
IT3161,Master's in Computer Science,ROS; MATLAB; Arduino; Raspberry Pi,Robotics,Persistence; Creativity; Analytical Thinking,Robotics Engineer,Computer Vision Engineer
IT3162,Master's in Data Science,Pandas; R; PyTorch; TensorFlow,Big Data,Analytical Thinking; Problem Solving,Data Scientist,Machine Learning Engineer
IT3163,Bachelor's in Computer Science,Unreal Engine; C#; C++; Python,Coding,Logical Thinking; Creativity,Game Developer,AR/VR Developer
IT3164,Bachelor's in Information Technology,GCP; Docker; Jenkins,Automation; Infrastructure,Fast Learner; Teamwork; Analytical Thinking,Cloud Engineer,Cloud Architect
IT3165,Bachelor's in Computer Science,SwiftUI; Swift; Xcode; Objective-C; JSON; Git,User Experience; Design,Attention to Detail; Fast Learner,iOS Developer,Mobile App Developer
IT3166,Bachelor's in Software Engineering,Kotlin; Flutter; React Native; Firebase,Coding; Mobile Apps,Fast Learner; Teamwork; Creativity,Mobile App Developer,Full Stack Developer
IT3167,Bachelor's in Software Engineering,Java; Python; SQL; Git; TestNG,Testing,Logical Thinking; Persistence; Attention to Detail,QA Engineer,Software Developer
IT3168,Bachelor's in Computer Science,Python; Git; SQL,Web; Innovation,Fast Learner; Problem Solving,Software Developer,Backend Developer
IT3169,Bachelor's in Computer Science,Linux; CI/CD; Jenkins; Kubernetes; Git,Infrastructure; Cloud,Problem Solving; Analytical Thinking,DevOps Engineer,Full Stack Developer
IT3170,Bachelor's in Software Engineering,Python; Git; Java; OOP; C#; REST API; Docker,Open Source; Coding,Fast Learner; Problem Solving,Software Developer,Backend Developer
IT3171,Bachelor's in Computer Science,R; SQL; Python; TensorFlow,AI; Data,Attention to Detail; Problem Solving,Data Scientist,Machine Learning Engineer
IT3172,Associate Degree in IT,REST API; Java; Algorithms,Coding; Databases,Logical Thinking; Analytical Thinking; Persistence,Backend Developer,Database Administrator
IT3173,Bachelor's in Computer Engineering,Arduino; Assembly; IoT; Linux,Robotics,Analytical Thinking; Attention to Detail; Persistence,Embedded Systems Engineer,IoT Developer
IT3174,Bachelor's in Computer Science,Selenium; Manual Testing; Java; SQL; Git; Agile; Jira,Open Source; Testing,Problem Solving; Persistence; Analytical Thinking,QA Engineer,Software Developer
IT3175,Master's in Data Science,Python; R; Scikit-learn; Pandas; PyTorch,Research; AI,Logical Thinking; Persistence,Data Scientist,Machine Learning Engineer
IT3176,Bachelor's in Computer Science,Power BI; Excel; Tableau; Pandas,Data,Attention to Detail; Logical Thinking; Communication,Data Analyst,Data Scientist
IT3177,Bachelor's in Computer Science,JavaScript; React; TypeScript; Node.js; Figma,Design; User Experience,Adaptability; Creativity,Frontend Developer,Full Stack Developer
IT3178,Master's in Computer Science,C#; C++; Unreal Engine; Python; OOP,Innovation; Design,Fast Learner; Attention to Detail,AR/VR Developer,Computer Vision Engineer
IT3179,Master's in Computer Science,AWS; Terraform; Docker; Ansible,Innovation; Architecture,Communication; Leadership,Cloud Architect,DevOps Engineer
IT3180,Bachelor's in Software Engineering,Python; SQL; Manual Testing; Java; TestNG; Agile,Quality,Logical Thinking; Attention to Detail; Persistence,QA Engineer,Software Developer
IT3181,Master's in Data Science,TensorFlow; NumPy; OpenCV; Pandas; C++,AI; Vision,Creativity; Analytical Thinking; Problem Solving,Computer Vision Engineer,AI Specialist (Level 5)
IT3182,Associate Degree in IT,Terraform; Azure; Docker; GCP; Kubernetes,Infrastructure,Fast Learner; Teamwork,Cloud Engineer,Cloud Architect
IT3183,Master's in Data Science,Scikit-learn; Python; Pandas; SQL; PyTorch,AI,Problem Solving; Analytical Thinking,Data Scientist,Machine Learning Engineer
IT3184,Associate Degree in IT,REST API; SQL; Python; Algorithms,Web; Coding,Logical Thinking; Analytical Thinking; Problem Solving,Backend Developer,Database Administrator
IT3185,Master's in Cybersecurity,Python; Metasploit; Nmap; Linux; Wireshark; TCP/IP,Innovation; Security,Creativity; Logical Thinking,Penetration Tester,Network Engineer
IT3186,Bachelor's in Information Technology,Kotlin; Java; Android SDK; XML; React Native,Mobile Apps; Coding,Teamwork; Problem Solving; Creativity,Android Developer,Mobile App Developer
IT3187,Master's in Artificial Intelligence,Python; PyTorch; OpenCV; NumPy; R; Scikit-learn,AI,Attention to Detail; Creativity,Computer Vision Engineer,AI Specialist (Level 5)
IT3188,Bachelor's in Software Engineering,Dart; Swift; Kotlin; Firebase; Xcode; Android SDK,Mobile Apps; User Experience,Creativity; Teamwork; Problem Solving,Mobile App Developer,Full Stack Developer
IT3189,Master's in Artificial Intelligence,PyTorch; Python; TensorFlow; NumPy,Research,Fast Learner; Logical Thinking,AI Engineer,NLP Engineer
IT3190,Master's in Artificial Intelligence,Python; NumPy; MATLAB,Research,Logical Thinking; Problem Solving,Machine Learning Engineer,AI Engineer
IT3191,Master's in Computer Science,TensorFlow; Scikit-learn; PyTorch; LLM; R; MATLAB,Data; Research,Logical Thinking; Analytical Thinking; Fast Learner,Machine Learning Engineer,AI Engineer
IT3192,Bachelor's in Computer Science,Linux; Nmap; Firewalls; OWASP; Bash,Security,Analytical Thinking; Problem Solving,Cybersecurity Analyst,Penetration Tester
IT3193,Bachelor's in Computer Engineering,Kali Linux; Metasploit; OWASP; Firewalls,Hacking; Security,Analytical Thinking; Persistence,Penetration Tester,Network Engineer
IT3194,Bachelor's in Computer Science,Python; Spark; Hadoop; Airflow; Docker,Architecture,Logical Thinking; Analytical Thinking,Data Engineer,Data Scientist
IT3195,Bachelor's in Software Engineering,Ethereum; JavaScript; Python; Node.js; SQL; REST API,Open Source; Innovation,Analytical Thinking; Problem Solving,Blockchain Developer,Senior Blockchain Developer
IT3196,Bachelor's in Software Engineering,Azure; GCP; Docker; AWS; Kubernetes; CI/CD,Open Source,Problem Solving; Analytical Thinking; Teamwork,Cloud Engineer,Cloud Architect
IT3197,Master's in Software Engineering,SQL; JavaScript; Node.js; REST API; Git; Docker,Web,Fast Learner; Teamwork; Logical Thinking,Full Stack Developer,Software Developer
IT3198,Master's in Artificial Intelligence,NumPy; Scikit-learn; TensorFlow; MATLAB,Data,Persistence; Problem Solving,Machine Learning Engineer,AI Engineer
IT3199,Master's in Data Science,NumPy; Python; Scikit-learn; SQL; Spark; TensorFlow; Tableau,AI; Data,Analytical Thinking; Attention to Detail; Persistence,Data Scientist,Machine Learning Engineer
IT3200,Master's in Artificial Intelligence,Python; NumPy; OpenCV; PyTorch; Scikit-learn; R; MATLAB,AI,Logical Thinking; Attention to Detail,Computer Vision Engineer,AI Specialist (Level 5)
IT3201,Master's in Computer Science,SQL; Hadoop; Kafka; Python; AWS; MongoDB,Data; Big Data,Persistence; Teamwork,Data Engineer,Data Scientist
IT3202,Bachelor's in Information Technology,Arduino; C; Raspberry Pi; MQTT; AWS,IoT; Hardware,Analytical Thinking; Problem Solving; Creativity,IoT Developer,Robotics Engineer
IT3203,Master's in Software Engineering,XML; Java; React Native,Open Source,Logical Thinking; Persistence; Problem Solving,Android Developer,Mobile App Developer
IT3204,Master's in Computer Science,AWS; Azure; Terraform; CI/CD; Networking; Ansible,Infrastructure; Architecture,Communication; Problem Solving,Cloud Architect,DevOps Engineer
IT3205,Bachelor's in Computer Science,MATLAB; Python; C++; ROS; OpenCV; C; Linux,Electronics; AI,Logical Thinking; Creativity,Robotics Engineer,Computer Vision Engineer
IT3206,Bachelor's in Computer Science,Python; Solidity; JavaScript; Ethereum; Git,Innovation,Creativity; Logical Thinking,Blockchain Developer,Senior Blockchain Developer
IT3207,Bachelor's in Software Engineering,SQL; Kafka; Python; Spark; AWS; MongoDB; Azure,Cloud; Big Data,Problem Solving; Logical Thinking; Analytical Thinking,Data Engineer,Data Scientist
IT3208,Associate Degree in IT,Dart; Swift; Flutter; React Native; Xcode; Git,Coding; Design,Creativity; Fast Learner; Teamwork,Mobile App Developer,Full Stack Developer
IT3209,Bachelor's in Software Engineering,Xcode; SwiftUI; React Native; SQL,Mobile Apps,Problem Solving; Creativity; Fast Learner,iOS Developer,Mobile App Developer
IT3210,Master's in Computer Science,Kubernetes; Azure; Terraform; AWS; Docker,Cloud,Communication; Leadership,Cloud Architect,DevOps Engineer
IT3211,Bachelor's in Computer Engineering,Unity; Unreal Engine; C#; MATLAB,Coding,Logical Thinking; Persistence; Problem Solving,Game Developer,AR/VR Developer
IT3212,Bachelor's in Computer Science,GCP; Terraform; Kubernetes; Bash,Automation,Problem Solving; Adaptability; Fast Learner,Cloud Engineer,Cloud Architect
IT3213,Associate Degree in IT,Adobe XD; CSS; Sketch; Prototyping; Canva,Web Design; User Experience,Problem Solving; Attention to Detail,UI/UX Designer,Product Manager
IT3214,Associate Degree in IT,REST API; Python; Node.js; SQL; PostgreSQL; Git,Open Source,Persistence; Problem Solving,Backend Developer,Database Administrator
IT3215,Master's in Computer Science,Excel; Scrum; SQL; Jira; Adobe XD; Git,Strategy; Business,Creativity; Communication,Product Manager,Cloud Architect
IT3216,Bachelor's in Computer Science,MATLAB; C++; Arduino; RTOS; OpenCV,Hardware,Creativity; Persistence; Problem Solving,Robotics Engineer,Computer Vision Engineer
IT3217,Master's in Software Engineering,Scrum; Agile; SQL; Figma; Git,Innovation; Business,Creativity; Analytical Thinking,Product Manager,Cloud Architect
IT3218,Bachelor's in Information Systems,Spark; Hadoop; Kafka; Docker,Cloud,Problem Solving; Logical Thinking,Data Engineer,Data Scientist
IT3219,Master's in Software Engineering,Python; REST API; Node.js; Java; Git,Open Source; Coding,Teamwork; Problem Solving; Logical Thinking,Backend Developer,Database Administrator
IT3220,Bachelor's in Software Engineering,Java; Node.js; SQL; REST API; Algorithms,Open Source,Analytical Thinking; Persistence; Problem Solving,Backend Developer,Database Administrator
IT3221,Master's in Software Engineering,HTML; Node.js; REST API; Git; Docker,Coding; Databases,Teamwork; Logical Thinking; Problem Solving,Full Stack Developer,Software Developer
IT3222,Bachelor's in Information Technology,VPN; TCP/IP; Python; Bash,Security; Infrastructure,Analytical Thinking; Attention to Detail; Communication,Network Engineer,Cloud Engineer
IT3223,Bachelor's in Software Engineering,Android SDK; Java; Kotlin; SQL,Coding; Android,Creativity; Persistence; Problem Solving,Android Developer,Mobile App Developer
IT3224,Bachelor's in Computer Engineering,C; MQTT; Linux; C++,IoT; Electronics,Creativity; Attention to Detail,IoT Developer,Robotics Engineer
IT3225,Associate Degree in IT,MQTT; Raspberry Pi; Arduino; Python; AWS; Linux; RTOS,Hardware,Creativity; Logical Thinking; Attention to Detail,IoT Developer,Robotics Engineer
IT3226,Bachelor's in Information Technology,XML; Java; Android SDK; Kotlin; React Native,Android,Teamwork; Creativity; Problem Solving,Android Developer,Mobile App Developer
IT3227,Master's in Data Science,Scikit-learn; SQL; Pandas; NumPy; Spark; MATLAB; PyTorch,AI,Logical Thinking; Persistence; Attention to Detail,Data Scientist,Machine Learning Engineer
IT3228,Bachelor's in Information Technology,TCP/IP; Routing; Cisco; Wireshark,Networking,Attention to Detail; Communication; Analytical Thinking,Network Engineer,Cloud Engineer
IT3229,Bachelor's in Information Systems,Figma; Sketch; Adobe XD; Canva; JavaScript,Design; User Experience,Problem Solving; Communication,UI/UX Designer,Product Manager
IT3230,Bachelor's in Computer Science,MongoDB; SQL; Excel; Python,Architecture; Infrastructure,Logical Thinking; Persistence; Problem Solving,Database Administrator,Data Engineer
IT3231,Bachelor's in Information Systems,Excel; Power BI; NumPy; R; Scikit-learn,Big Data,Communication; Problem Solving,Data Analyst,Data Scientist
IT3232,Associate Degree in IT,Jenkins; CI/CD; Linux; Docker; AWS; GCP,Open Source,Logical Thinking; Analytical Thinking,DevOps Engineer,Full Stack Developer
IT3233,Master's in Computer Science,C; RTOS; Assembly; MATLAB,Electronics; Hardware,Persistence; Attention to Detail,Embedded Systems Engineer,IoT Developer
IT3234,Bachelor's in Information Systems,Tableau; SQL; NumPy; R; PostgreSQL,Business; Big Data,Logical Thinking; Analytical Thinking,Data Analyst,Data Scientist
IT3235,Master's in Software Engineering,Azure; GCP; AWS; Terraform; Docker; Python; Ansible,Cloud,Problem Solving; Logical Thinking,Cloud Architect,DevOps Engineer
IT3236,Master's in Computer Science,Python; C++; Arduino; OpenCV; RTOS,Electronics,Analytical Thinking; Logical Thinking; Problem Solving,Robotics Engineer,Computer Vision Engineer
IT3237,Bachelor's in Software Engineering,SQL; REST API; Node.js; MongoDB; Algorithms; MySQL,Coding,Logical Thinking; Analytical Thinking,Backend Developer,Database Administrator
IT3238,Bachelor's in Computer Engineering,C#; Unreal Engine; JavaScript; OpenCV,AR/VR,Logical Thinking; Creativity; Problem Solving,AR/VR Developer,Computer Vision Engineer
IT3239,Bachelor's in Software Engineering,Swift; React Native; Kotlin; Dart; REST API; SQL; Android SDK,User Experience; Design,Fast Learner; Creativity,Mobile App Developer,Full Stack Developer
IT3240,Bachelor's in Information Technology,React; HTML; Node.js; Sketch; Vue.js,Web Design; Design,Logical Thinking; Creativity,Frontend Developer,Full Stack Developer
IT3241,Bachelor's in Software Engineering,SwiftUI; Objective-C; REST API; Firebase,Apple,Logical Thinking; Fast Learner,iOS Developer,Mobile App Developer
IT3242,Bachelor's in Software Engineering,Java; REST API; Node.js; Python; MongoDB; Algorithms,Databases,Logical Thinking; Persistence,Backend Developer,Database Administrator
IT3243,Bachelor's in Computer Science,Linux; CI/CD; Azure; Terraform; Bash,Automation; Cloud,Analytical Thinking; Problem Solving,DevOps Engineer,Full Stack Developer
IT3244,Bachelor's in Computer Science,TensorFlow; NLP; Pandas,AI; Language,Logical Thinking; Persistence; Analytical Thinking,NLP Engineer,Computer Vision Engineer
IT3245,Bachelor's in Electronics,C; Assembly; RTOS; Arduino; Raspberry Pi,Electronics,Problem Solving; Logical Thinking; Analytical Thinking,Embedded Systems Engineer,IoT Developer
IT3246,Master's in Data Science,Python; PyTorch; TensorFlow; R; NumPy,Research; AI,Logical Thinking; Persistence,NLP Engineer,Computer Vision Engineer
IT3247,Bachelor's in Computer Science,Algorithms; Java; Git; OOP; C#,Innovation; Web,Fast Learner; Problem Solving,Software Developer,Backend Developer
IT3248,Bachelor's in Information Technology,CI/CD; Linux; Docker; Git; Azure; Python,Infrastructure; Open Source,Analytical Thinking; Fast Learner,DevOps Engineer,Full Stack Developer
IT3249,Master's in Software Engineering,Sketch; Adobe XD; Prototyping; InVision; Canva,Web Design,Adaptability; Attention to Detail; Problem Solving,UI/UX Designer,Product Manager
IT3250,Bachelor's in Information Technology,Node.js; JavaScript; Python,Coding,Teamwork; Adaptability; Logical Thinking,Full Stack Developer,Software Developer
IT3251,Bachelor's in Software Engineering,Android SDK; XML; Firebase; REST API; React Native,Android,Teamwork; Creativity,Android Developer,Mobile App Developer
IT3252,Master's in Computer Science,AWS; GCP; Kubernetes; Terraform; Networking,Cloud; Infrastructure,Communication; Logical Thinking; Leadership,Cloud Architect,DevOps Engineer
IT3253,Master's in Artificial Intelligence,SQL; R; Python; Pandas; MATLAB; PyTorch,Big Data,Attention to Detail; Logical Thinking; Persistence,Data Scientist,Machine Learning Engineer
IT3254,Bachelor's in Computer Science,Android SDK; XML; SQL,Mobile Apps; Android,Persistence; Teamwork; Creativity,Android Developer,Mobile App Developer
IT3255,Master's in Computer Science,C; Assembly; Arduino; MATLAB; IoT,IoT,Logical Thinking; Attention to Detail; Analytical Thinking,Embedded Systems Engineer,IoT Developer
IT3256,Bachelor's in Computer Engineering,C++; MATLAB; ROS; Python; RTOS; Linux,Electronics; Hardware,Persistence; Analytical Thinking; Logical Thinking,Robotics Engineer,Computer Vision Engineer
IT3257,Master's in Computer Science,AWS; Azure; Bash,Automation,Teamwork; Analytical Thinking; Fast Learner,Cloud Engineer,Cloud Architect
IT3258,Associate Degree in IT,Swift; Flutter; Firebase; REST API; Git,Design; User Experience,Problem Solving; Adaptability,Mobile App Developer,Full Stack Developer
IT3259,Bachelor's in Information Technology,Python; Kali Linux; Metasploit; Nmap; Wireshark; Bash,Networking,Persistence; Creativity,Penetration Tester,Network Engineer
IT3260,Associate Degree in IT,Linux; Firewalls; Python; Bash,Infrastructure; Hacking,Persistence; Logical Thinking; Attention to Detail,Cybersecurity Analyst,Penetration Tester
IT3261,Master's in Software Engineering,CI/CD; Kubernetes; Linux; Docker; Python; Bash,Automation; Cloud,Problem Solving; Fast Learner; Analytical Thinking,DevOps Engineer,Full Stack Developer
IT3262,Bachelor's in Computer Science,Python; C++; OOP; Java; C#,Open Source,Fast Learner; Teamwork; Logical Thinking,Software Developer,Backend Developer
IT3263,Bachelor's in Software Engineering,Kubernetes; Linux; Docker; Bash; Azure,Cloud; Open Source,Logical Thinking; Fast Learner; Problem Solving,DevOps Engineer,Full Stack Developer
IT3264,Bachelor's in Computer Science,HTML; Figma; JavaScript; Prototyping,Web Design; Design,Problem Solving; Attention to Detail; Communication,UI/UX Designer,Product Manager
IT3265,Bachelor's in Electronics,VPN; TCP/IP; Routing; Firewalls; Python; Wireshark,Security,Attention to Detail; Communication,Network Engineer,Cloud Engineer
IT3266,Associate Degree in IT,SwiftUI; Objective-C; Swift; Git,User Experience; Apple,Creativity; Fast Learner; Logical Thinking,iOS Developer,Mobile App Developer
IT3267,Master's in Computer Science,NumPy; Python; PyTorch; OpenCV; Scikit-learn; Pandas; MATLAB,Vision; AI,Problem Solving; Creativity,Computer Vision Engineer,AI Specialist (Level 5)
IT3268,Bachelor's in Computer Science,ROS; MATLAB; Arduino; Python; OpenCV; Assembly,Electronics; Robotics,Analytical Thinking; Logical Thinking,Robotics Engineer,Computer Vision Engineer
IT3269,Bachelor's in Computer Science,CSS; HTML; React; Node.js; PostgreSQL,Coding,Problem Solving; Adaptability; Logical Thinking,Full Stack Developer,Software Developer
IT3270,Bachelor's in Computer Science,Nmap; Wireshark; Metasploit; VPN,Hacking; Networking,Logical Thinking; Persistence,Cybersecurity Analyst,Penetration Tester
IT3271,Bachelor's in Electronics,C; C++; MQTT,IoT; Robotics,Logical Thinking; Analytical Thinking,Embedded Systems Engineer,IoT Developer
IT3272,Bachelor's in Information Technology,React; HTML; JavaScript; Vue.js; REST API; Git,Web Design; Design,Problem Solving; Attention to Detail; Logical Thinking,Frontend Developer,Full Stack Developer
IT3273,Associate Degree in IT,SQL; Manual Testing; Jira; Agile,Open Source; Testing,Logical Thinking; Persistence; Problem Solving,QA Engineer,Software Developer
IT3274,Bachelor's in Computer Science,Linux; Nmap; Wireshark; Firewalls; Metasploit,Infrastructure; Networking,Problem Solving; Analytical Thinking; Logical Thinking,Cybersecurity Analyst,Penetration Tester
